洛阳,"111.841283,33.683911",5.0,洛阳白云山度假区,河南
安阳,"0,0",5.0,殷墟,河南
南阳,"111.686852,33.231187",5.0,恐龙遗迹园,河南
南阳,"111.786389,33.640450",5.0,老界岭,河南
商丘,"116.487911,34.176850",5.0,芒砀山旅游区,河南
平顶山,"112.459306,33.758062",5.0,中原大佛景区,河南
安阳,"113.727806,35.975793",5.0,红旗渠,河南
驻马店,"113.730166,33.129731",5.0,嵖岈山,河南
洛阳,"0,0",5.0,伏牛山,河南
保定,"114.682518,39.230279",5.0,白石山世界地质公园,河北
承德,"117.946394,41.004379",5.0,避暑山庄,河北
唐山,"117.665421,40.189822",5.0,清东陵,河北
保定,"115.449070,39.669983",5.0,野三坡,河北
邯郸,"113.616375,36.640790",5.0,娲皇宫,河北
保定,"115.385580,39.668395",5.0,野三坡百里峡,河北
保定,"116.001576,38.879326",5.0,白洋淀,河北
石家庄,"113.940512,38.340204",5.0,西柏坡,河北
石家庄,"113.940512,38.340204",5.0,西柏坡中共中央旧址,河北
邯郸,"114.730330,36.701069",5.0,广府古城,河北
保定,"115.474678,38.879058",5.0,白洋淀文化苑,河北
保定,"115.969253,38.941342",5.0,白洋淀荷花大观园,河北
石家庄,"113.943576,38.339179",5.0,西柏坡纪念馆,河北
承德,"117.942189,41.009324",5.0,外八庙,河北
泰安,"117.157242,36.164988",5.0,泰山,山东
济南,"117.016514,36.660026",5.0,趵突泉公园,山东
青岛,"120.477251,36.118870",5.0,崂山,山东
济南,"0,0",5.0,天下第一泉风景区,山东
枣庄,"117.746969,34.552670",5.0,台儿庄古城,山东
烟台,"120.752633,37.827433",5.0,蓬莱阁,山东
威海,"122.187377,37.500168",5.0,刘公岛,山东
烟台,"120.479761,37.561104",5.0,龙口南山旅游区,山东
威海,"122.113870,37.424093",5.0,威海华夏城景区,山东
济宁,"0,0",5.0,三孔,山东
济宁,"116.999748,35.588929",5.0,曲阜孔林,山东
临沂,"117.978099,35.560981",5.0,沂蒙山旅游区,山东
烟台,"120.775612,37.825655",5.0,八仙过海景区,山东
临沂,"117.978099,35.560981",5.0,沂蒙山云蒙景区(蒙山国家森林公园),山东
临沂,"117.846735,35.542167",5.0,沂蒙山旅游区龟蒙景区,山东
烟台,"120.783961,37.821790",5.0,三仙山风景区,山东
潍坊,"118.621114,36.214398",5.0,沂蒙山旅游区沂山景区,山东
潍坊,"118.481462,36.679168",5.0,青州古城,山东
晋中,"112.174871,37.204593",5.0,平遥古城,山西
大同,"113.135890,40.111345",5.0,云冈石窟,山西
晋中,"112.437385,37.406475",5.0,乔家大院,山西
忻州,"113.586640,38.994708",5.0,五台山,山西
晋城,"112.584244,35.517007",5.0,皇城相府,山西
临汾,"111.675340,36.269111",5.0,洪洞大槐树,山西
忻州,"112.871932,39.084840",5.0,雁门关,山西
晋中,"112.042017,36.886724",5.0,绵山,山西
常州,"120.000776,31.823752",5.0,常州中华恐龙园,江苏
苏州,"120.629989,31.323712",5.0,拙政园,江苏
扬州,"119.430412,32.401369",5.0,瘦西湖,江苏
苏州,"120.848142,31.113981",5.0,同里古镇,江苏
苏州,"120.589508,31.336068",5.0,虎丘,江苏
无锡,"0,0",5.0,灵山大佛,江苏
无锡,"120.219644,31.527095",5.0,鼋头渚,江苏
苏州,"120.847876,31.113864",5.0,周庄,江苏
南京,"118.791397,32.021152",5.0,夫子庙,江苏
南京,"0,0",5.0,中山陵,江苏
南京,"118.839731,32.058355",5.0,明孝陵,江苏
常州,"119.925906,31.701346",5.0,淹城野生动物世界,江苏
苏州,"0,0",5.0,留园,江苏
常州,"119.495250,31.308250",5.0,天目湖御水温泉,江苏
无锡,"120.233399,31.475520",5.0,无锡三国城,江苏
常州,"119.936096,31.699454",5.0,淹城春秋乐园,江苏
无锡,"120.233878,31.480420",5.0,无锡水浒城,江苏
常州,"119.495343,31.308187",5.0,天目湖南山竹海景区,江苏
苏州,"120.704137,31.325423",5.0,金鸡湖,江苏
苏州,"120.821798,31.568388",5.0,沙家浜,江苏
苏州,"120.439308,31.269666",5.0,穹窿山景区,江苏
常州,"119.423330,31.281216",5.0,天目湖旅游度假区,江苏
镇江,"119.437847,32.217115",5.0,镇江金山,江苏
连云港,"119.248599,34.647735",5.0,连云港花果山,江苏
苏州,"120.683988,31.630090",5.0,尚湖,江苏
常州,"119.434312,31.309958",5.0,天目湖山水园,江苏
镇江,"119.300662,31.789842",5.0,茅山,江苏
泰州,"120.093955,32.623122",5.0,溱湖国家湿地公园,江苏
镇江,"119.457520,32.216085",5.0,北固山,江苏
苏州,"120.739692,31.650982",5.0,虞山,江苏
常州,"119.920931,31.703661",5.0,春秋淹城遗址公园,江苏
镇江,"119.488853,32.231762",5.0,镇江焦山,江苏
南通,"120.857594,32.021507",5.0,濠河,江苏
苏州,"120.364002,31.076174",5.0,东山陆巷古村,江苏
盐城,"120.815442,32.983832",5.0,麋鹿保护区,江苏
徐州,"117.153902,34.237600",5.0,云龙湖,江苏
淮安,"119.138635,33.530694",5.0,河下古镇,江苏
镇江,"119.415706,32.213480",5.0,金山,江苏
常州,"0,0",5.0,淹城,江苏
常州,"119.925348,31.701647",5.0,春秋淹城旅游区,江苏
镇江,"0,0",5.0,三山风景名胜区,江苏
舟山,"122.391725,30.002643",5.0,普陀山,浙江
金华,"120.316838,29.137879",5.0,横店影视城,浙江
杭州,"120.064926,30.266938",5.0,西溪国家湿地公园,浙江
嘉兴,"120.890814,30.944785",5.0,西塘古镇,浙江
杭州,"120.119031,30.258517",5.0,西湖,浙江
杭州,"119.140999,29.608499",5.0,千岛湖,浙江
湖州,"120.431049,30.876247",5.0,南浔古镇,浙江
嘉兴,"120.498308,30.735381",5.0,乌镇,浙江
宁波,"121.279223,29.685644",5.0,溪口景区,浙江
宁波,"121.540482,29.871019",5.0,天一阁博物馆,浙江
温州,"120.838624,28.133446",5.0,雁荡山,浙江
嘉兴,"120.758838,30.753470",5.0,嘉兴南湖旅游区,浙江
绍兴,"120.584353,29.992656",5.0,鲁迅故里,浙江
衢州,"118.572246,28.526050",5.0,江郎山,浙江
台州,"121.420757,28.656386",5.0,台州天台山,浙江
台州,"120.742226,28.852392",5.0,仙居,浙江
衢州,"118.483870,28.290527",5.0,廿八都古镇,浙江
绍兴,"120.500152,30.086292",5.0,沈园,浙江
衢州,"118.392977,29.133668",5.0,开化根宫佛国文化旅游区,浙江
宁波,"121.391162,29.700323",5.0,滕头村,浙江
宁波,"121.214060,29.680025",5.0,应梦名山,浙江
萍乡,"113.868293,27.637853",5.0,武功山,江西
南昌,"115.876949,28.673169",5.0,滕王阁,江西
宜春,"114.281694,27.631886",5.0,明月山,江西
景德镇,"117.184805,29.284028",5.0,景德镇古窑民俗博览区,江西
九江,"115.982028,29.568829",5.0,庐山风景名胜区,江西
上饶,"0,0",5.0,婺源风景区,江西
上饶,"118.094059,28.923104",5.0,三清山,江西
鹰潭,"116.993036,28.084118",5.0,江西龙虎山,江西
吉安,"115.032138,27.104924",5.0,井冈山,江西
上饶,"117.424411,28.316161",5.0,龟峰,江西
赣州,"116.075687,25.911778",5.0,叶坪革命遗址,江西
赣州,"0,0",5.0,瑞金红井,江西
上饶,"118.053117,29.369179",5.0,江湾,江西
赣州,"115.997963,25.883037",5.0,二苏大景区,江西
抚州,"117.160792,27.703633",5.0,大觉山,江西
抚州,"117.144651,27.696648",5.0,大觉山漂流,江西
赣州,"115.426077,25.388222",5.0,共和国摇篮景区,江西
哈尔滨,"126.606722,45.791371",5.0,太阳岛,黑龙江
牡丹江,"128.920601,43.888133",5.0,镜泊湖风景区,黑龙江
黑河,"126.264190,48.695807",5.0,五大连池风景区,黑龙江
伊春,"129.455044,48.459997",5.0,汤旺河国家公园,黑龙江
伊春,"0,0",5.0,林海奇石,黑龙江
昌吉,"87.279520,44.009563",5.0,天山天池,新疆
乌鲁木齐,"87.375758,43.431334",5.0,天山大峡谷,新疆
喀什,"76.971741,38.049492",5.0,金湖杨国家森林公园,新疆
阿勒泰,"0,0",5.0,喀纳斯,新疆
伊犁,"84.039382,43.284792",5.0,那拉提旅游风景区,新疆
伊犁,"82.037801,43.098639",5.0,喀拉峻,新疆
阿勒泰,"89.884211,47.222081",5.0,可可托海,新疆
巴音郭楞,"87.020907,41.984289",5.0,博斯腾湖,新疆
吐鲁番,"89.243948,43.000369",5.0,葡萄沟,新疆
巴音郭楞,"86.526942,41.769285",5.0,莲海世界旅游风景区,新疆
巴音郭楞,"86.730953,41.909692",5.0,大河口景区,新疆
巴音郭楞,"85.341299,43.130256",5.0,巴音布鲁克草原,新疆
喀什,"0,0",5.0,喀什噶尔老城,新疆
阿勒泰,"86.403325,48.310308",5.0,185团白沙湖边境景区,新疆
丽江,"100.232257,26.876213",5.0,丽江古城,云南
丽江,"100.179253,27.096143",5.0,玉龙雪山,云南
昆明,"102.658014,24.997065",5.0,石林,云南
大理,"100.143495,25.704321",5.0,崇圣寺三塔,云南
保山,"98.440565,24.947063",5.0,腾冲火山热海旅游区,云南
西双版纳,"101.257348,21.924375",5.0,中科院西双版纳热带植物园,云南
迪庆,"99.907721,27.800933",5.0,普达措国家公园,云南
丽江,"0,0",5.0,蓝月谷,云南
昆明,"102.761145,25.072431",5.0,昆明世界园艺博览园,云南
昆明,"103.325119,24.824264",5.0,中国石林喀斯特地质博物馆,云南
安顺,"105.675114,25.980258",5.0,黄果树风景名胜区,贵州
铜仁,"108.646301,27.907714",5.0,梵净山,贵州
贵阳,"106.688472,26.329843",5.0,青岩古镇,贵州
安顺,"105.687964,26.003190",5.0,黄果树瀑布,贵州
安顺,"105.877481,26.106870",5.0,龙宫风景区,贵州
毕节,"105.840267,27.223292",5.0,百里杜鹃,贵州
厦门,"118.071601,24.443880",5.0,鼓浪屿,福建
南平,"118.036880,27.755380",5.0,武夷山,福建
福州,"119.296444,26.083775",5.0,三坊七巷,福建
龙岩,"117.041912,25.099013",5.0,高北土楼群（永定土楼）,福建
泉州,"118.595172,24.941035",5.0,清源山,福建
宁德,"120.194441,27.115469",5.0,太姥山,福建
三明,"117.102191,26.864990",5.0,大金湖,福建
宁德,"119.045825,27.057714",5.0,白水洋,福建
宁德,"119.111069,27.053607",5.0,鸳鸯溪大峡谷,福建
龙岩,"116.980705,24.593801",5.0,南溪土楼群,福建
龙岩,"117.022100,24.654550",5.0,洪坑土楼群,福建
延边,"128.114033,42.421556",5.0,长白山,吉林
长春,"125.348624,43.905763",5.0,伪满皇宫博物院,吉林
长春,"125.446876,43.772987",5.0,长影世纪城,吉林
长春,"125.454505,43.801361",5.0,净月潭,吉林
延边,"128.251345,43.306729",5.0,六鼎山文化旅游区,吉林
长春,"125.332866,43.822940",5.0,长春世界雕塑公园,吉林
延边,"0,0",5.0,长白山南景区,吉林
黄山,"117.987237,30.000842",5.0,宏村,安徽
黄山,"118.171372,30.056859",5.0,黄山风景区,安徽
黄山,"117.995477,29.903860",5.0,西递村,安徽
池州,"117.826979,30.465050",5.0,九华山,安徽
芜湖,"118.375367,31.377820",5.0,芜湖方特欢乐世界（一期）,安徽
黄山,"118.370529,29.862104",5.0,牌坊群鲍家花园,安徽
六安,"115.804959,31.201102",5.0,天堂寨,安徽
黄山,"0,0",5.0,唐模古村,安徽
安庆,"116.459753,30.721563",5.0,天柱山,安徽
黄山,"118.336751,29.827279",5.0,徽州古城,安徽
六安,"116.777464,31.303319",5.0,万佛湖,安徽
黄山,"118.436164,29.862840",5.0,古徽州文化旅游区,安徽
黄山,"118.281163,29.919257",5.0,呈坎,安徽
合肥,"117.253362,31.513019",5.0,三河古镇,安徽
宣城,"118.670207,30.076865",5.0,龙川风景区,安徽
阜阳,"116.306785,32.558398",5.0,八里河,安徽
宿州,"117.927408,33.505551",5.0,泗县运河人家景区,安徽
成都,"103.622689,30.998301",5.0,都江堰,四川
成都,"103.572265,30.897300",5.0,青城山,四川
乐山,"103.447060,29.568777",5.0,峨眉山,四川
乐山,"0,0",5.0,金顶,四川
乐山,"104.035831,29.732584",5.0,乐山大佛,四川
广元,"105.564612,32.218673",5.0,剑门关,四川
南充,"105.971200,31.574620",5.0,阆中古城,四川
甘孜州,"106.619003,32.361526",5.0,海螺沟,四川
阿坝藏族羌族自治州,"103.833028,32.743163",5.0,黄龙风景区,四川
阿坝藏族羌族自治州,"103.419499,30.931495",5.0,汶川特别旅游区,四川
阿坝藏族羌族自治州,"104.246713,33.247483",5.0,九寨沟,四川
广安,"106.636640,30.518305",5.0,邓小平故里,四川
绵阳,"104.453800,31.808000",5.0,北川羌城旅游区,四川
广安,"106.633212,30.455961",5.0,广安红色文化影视城,四川
南充,"106.601842,31.462408",5.0,朱德故里,四川
阿坝藏族羌族自治州,"0,0",5.0,黄龙洞,四川
拉萨,"91.118473,29.654494",5.0,布达拉宫,西藏
拉萨,"91.132743,29.649939",5.0,大昭寺,西藏
林芝,"93.915780,30.004740",5.0,巴松措,西藏
日喀则,"88.871941,29.265392",5.0,扎什伦布寺,西藏
银川,"106.072005,38.614903",5.0,镇北堡西部影城,宁夏
中卫,"105.182009,37.512679",5.0,沙坡头旅游区,宁夏
银川,"106.520663,38.284069",5.0,水洞沟旅游区,宁夏
石嘴山,"0,0",5.0,沙湖旅游区,宁夏
大连,"121.675400,38.871662",5.0,老虎滩海洋公园,辽宁
大连,"121.979517,39.084605",5.0,金石滩旅游度假区,辽宁
本溪,"123.766485,41.294175",5.0,本溪水洞,辽宁
鞍山,"123.141783,41.015864",5.0,鞍山千山,辽宁
沈阳,"123.649272,41.862464",5.0,沈阳世博园,辽宁
西宁,"101.567948,36.487837",5.0,塔尔寺,青海
海南藏族自治州,"0,0",5.0,青海湖,青海
海南藏族自治州,"100.471670,36.650970",5.0,青海湖二郎剑,青海
海南藏族自治州,"0,0",5.0,青海湖鸟岛,青海
海东地区,"101.937034,36.834228",5.0,互助土族故土园,青海
海南藏族自治州,"0,0",5.0,青海湖沙岛,青海
酒泉,"94.676590,40.090889",5.0,鸣沙山月牙泉,甘肃
嘉峪关,"98.289152,39.773130",5.0,嘉峪关,甘肃
天水,"106.019144,34.374716",5.0,麦积山风景名胜区,甘肃
平凉,"106.530146,35.547631",5.0,崆峒山,甘肃
西安,"109.281166,34.385152",5.0,秦始皇陵博物院（兵马俑）,陕西
西安,"109.215236,34.353552",5.0,华清宫,陕西
渭南,"110.081667,34.530202",5.0,华山,陕西
西安,"108.964016,34.216494",5.0,大慈恩寺（大雁塔）,陕西
西安,"108.974336,34.212773",5.0,大唐芙蓉园,陕西
西安,"108.952502,34.253660",5.0,西安碑林博物馆,陕西
宝鸡,"107.903895,34.437940",5.0,法门寺,陕西
宝鸡,"107.237974,34.361979",5.0,宝鸡太白山,陕西
延安,"0,0",5.0,黄帝陵,陕西
商洛,"110.565920,33.354674",5.0,金丝峡景区,陕西
兴安盟,"120.339882,47.202353",5.0,阿尔山国家森林公园,内蒙古
鄂尔多斯,"109.960645,40.242884",5.0,响沙湾,内蒙古
呼伦贝尔,"117.354371,49.630000",5.0,满洲里国门景区,内蒙古
鄂尔多斯,"109.808445,39.362477",5.0,成吉思汗陵旅游景区,内蒙古
呼伦贝尔,"117.398818,49.614981",5.0,满洲里套娃景区,内蒙古
呼伦贝尔,"117.394542,49.613482",5.0,中俄边境旅游区,内蒙古
赤峰,"117.322625,43.550122",5.0,克什克腾石阵景区,内蒙古
呼伦贝尔,"121.315015,47.562627",5.0,柴河景区,内蒙古
通辽,"121.620170,42.849822",5.0,库伦银沙湾,内蒙古
鄂尔多斯,"109.808445,39.362477",5.0,成吉思汗陵,内蒙古
三亚,"109.765134,18.312780",5.0,蜈支洲岛,海南
三亚,"109.211022,18.300579",5.0,南山文化旅游区,海南
三亚,"109.153178,18.307461",5.0,大小洞天,海南
三亚,"0,0",5.0,呀诺达热带雨林,海南
陵水,"110.200489,18.576258",5.0,分界洲岛,海南
三亚,"0,0",5.0,槟榔谷黎苗文化区,海南
